p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Rgs16	1.09645390177591e-143	0.868999980502846	0.365	0.016	3.53990142188352e-139
Sh2d2a	5.09205981741124e-143	0.745232007842344	0.75	0.259	1.64397151205122e-138
Adarb1	9.74574011102528e-143	0.941231142195757	0.355	0.012	3.14641219484451e-138
Lclat1	1.15730952743651e-142	0.796651973243272	0.555	0.121	3.73637380932877e-138
Pik3ip1	1.27859432861705e-142	-0.942692657491107	0.041	0.332	4.12794178994015e-138
Isy1	2.01330147641632e-142	0.790695340004347	0.709	0.228	6.49994381661008e-138
Sytl3	2.19419398617198e-142	0.735306847768868	0.4	0.034	7.08395528435624e-138
Unc119b	3.14575837075753e-142	0.585141894690965	0.504	0.084	1.01560808999907e-137
Shld1	4.75983999558964e-142	0.820406405858193	0.567	0.129	1.53671434257612e-137
Mpc1	6.11631221996812e-142	0.749934668439155	0.735	0.252	1.97465140021671e-137
Ldha	7.45636849198245e-142	0.809861425264192	0.93	0.587	2.40728856763653e-137
Gm15472	1.06572679285758e-141	0.62494089671885	0.529	0.102	3.44069895074069e-137
Lrrfip2	1.82470789765604e-141	0.734998634002406	0.551	0.116	5.89106944758252e-137
Gnai2	2.74850857948222e-141	0.668794731153193	0.963	0.742	8.87355994885834e-137
Adora2a	5.71990360774169e-141	0.563064934522198	0.389	0.028	1.8466708797594e-136
Znrf3	6.51822452422698e-141	-1.26983494361464	0.273	0.59	2.10440878764668e-136
Rps15	8.94602567803856e-141	-0.496834855250323	0.993	0.999	2.88822439015475e-136
Pmepa1	1.01325755104111e-140	0.843421845204951	0.667	0.213	3.27130200353623e-136
Stat5a	2.02891413734801e-140	0.836962269817056	0.613	0.168	6.55034929242806e-136
Eif1	2.81693259050261e-140	0.51114249858748	0.995	0.97	9.09446686843766e-136
Cstb	3.45322929152663e-140	0.701388578154513	0.684	0.198	1.11487507676937e-135
Rps19	4.22549386727018e-140	-0.541404477605434	0.996	1	1.36420069504818e-135
Jazf1	4.93309491922634e-140	1.12199820159168	0.427	0.054	1.59264969467223e-135
Rps14	4.95546289952931e-140	-0.407658701484615	1	1	1.59987119711304e-135
Susd3	5.01475523291695e-140	0.679850692501873	0.575	0.133	1.61901372694724e-135
Atf6	6.44044224233081e-140	0.634109047499643	0.434	0.051	2.0792967779365e-135
Rpl19	2.10966442581585e-139	-0.423591081150738	1	1	6.81105159874646e-135
Rrbp1	2.38118418259058e-139	0.70864319717526	0.731	0.235	7.68765313349368e-135
P2rx7	2.99597877255452e-139	0.679168266130287	0.418	0.046	9.67251746719228e-135
Ptger2	3.01434864682229e-139	0.578351457761638	0.338	0.007	9.73182460626576e-135
Klf2	2.88170214218021e-138	-1.11764686033022	0.252	0.607	9.3035753660288e-134
Cd101	4.52567711475616e-138	0.664327421008276	0.376	0.026	1.46111485649903e-133
Fnbp1	5.65908426677715e-138	0.900465695741647	0.944	0.689	1.827035355529e-133
Galnt2	7.0834524157714e-138	0.830589274018647	0.713	0.25	2.2868926124318e-133
Tpi1	3.29815988727999e-137	0.759479408628388	0.615	0.165	1.06481091960834e-132
Nkg7	5.35598965244643e-137	1.35992214955489	0.368	0.024	1.72918125929233e-132
Dock10	6.81209716500163e-137	-0.864172487303798	0.901	0.954	2.19928556972078e-132
Ppp1cc	7.82281243201191e-137	0.740367929938003	0.873	0.416	2.52559499367505e-132
Cers4	8.30696206231843e-137	0.673619756087909	0.438	0.058	2.6819027018195e-132
Zyx	9.03402985098358e-137	0.589838552157703	0.496	0.086	2.91663653739005e-132
Hspa4l	1.67542921766965e-136	0.707808396267569	0.595	0.146	5.40912322924647e-132
Slc25a3	2.93366487959163e-136	0.709089033752265	0.911	0.537	9.47133706376156e-132
Fxyd5	1.64181791293812e-135	0.680018009343476	0.974	0.807	5.30060913192071e-131
Id2	2.11947345452333e-135	0.771932662082593	0.467	0.077	6.84272004792857e-131
Jund	1.41944815789225e-134	0.852375793077991	0.973	0.802	4.58268837775513e-130
Crip1	1.62240206402319e-134	1.06122375446278	0.872	0.454	5.23792506369886e-130
Sik1	1.96890557030663e-134	0.663609065689347	0.733	0.245	6.35661163373496e-130
1110008P14Rik	2.30079506203977e-134	0.527490562058802	0.579	0.129	7.42811685779539e-130
Vdr	2.74028993331141e-134	0.796327299936205	0.328	0.007	8.8470260496959e-130
H2afz	5.90054229825864e-134	1.04897405481485	0.936	0.627	1.9049900809928e-129
Traf1	7.0737629555564e-134	0.757505647665562	0.706	0.235	2.28376437020138e-129
Sfr1	1.01545745946363e-133	0.693341864411503	0.758	0.268	3.27840440787834e-129
Pde4d	1.31112600754797e-133	0.835823478907925	0.887	0.471	4.23297031536861e-129
Cd38	2.59550786758739e-133	0.521860109213272	0.331	0.009	8.37959715050588e-129
Txn1	7.99052467613724e-133	0.848201492107274	0.852	0.428	2.57974089169091e-128
Ldlrad4	8.27990002419472e-133	0.933713523225169	0.883	0.508	2.67316572281127e-128
Stk39	1.03940092275929e-132	0.799313854872327	0.808	0.355	3.35570587912837e-128
Slc7a1	1.80609725579923e-132	0.874680378389371	0.607	0.175	5.83098499034782e-128
Cst3	1.86520272127829e-132	0.618109797500264	0.658	0.186	6.02180698564695e-128
Hipk2	2.4623840692726e-132	0.931962108544998	0.644	0.209	7.9498069676466e-128
Casp3	2.64649329433333e-132	0.529555263003263	0.443	0.061	8.54420360075516e-128
Skap1	3.78076603407218e-132	-0.62480204079198	0.988	0.991	1.2206203141002e-127
Slc1a5	1.85848163916998e-131	0.67442735548241	0.607	0.161	6.00010797206028e-127
Pde3b	1.93001880562637e-131	-1.31917200820841	0.485	0.733	6.23106571396472e-127
Ube2q2	2.37401591520281e-131	0.690861228250627	0.622	0.169	7.66451038223226e-127
S100a6	2.50653579881358e-131	0.994776747898459	0.362	0.024	8.09235082646964e-127
Atp5e	5.38049223801236e-131	0.663676372357373	0.952	0.667	1.73709191904229e-126
Tjp2	5.80991937250174e-131	0.682274964087942	0.345	0.019	1.87573246941219e-126
Gm13684	1.13661484643875e-130	0.797103885122952	0.414	0.055	3.66956103172749e-126
Rps4x	1.37359083337306e-130	-0.449880342482587	0.997	0.999	4.43463800554493e-126
Sestd1	2.17181586763192e-130	0.574146751733257	0.359	0.024	7.01170752864965e-126
Ubl5	4.39457995132628e-129	0.698664304904979	0.89	0.485	1.41879013728569e-124
Npc2	6.30435228532186e-129	-0.8952069514742	0.78	0.822	2.03536013531616e-124
Tnfrsf18	1.8844603134269e-128	0.693774712018905	0.647	0.191	6.08398012189875e-124
Mapre2	1.93791695473346e-128	0.607796201277096	0.458	0.075	6.25656488835696e-124
Tex2	2.33387597437096e-128	0.931947666686393	0.678	0.241	7.53491858325665e-124
Chst2	2.4043249955468e-128	0.529871083986684	0.316	0.007	7.76236324812285e-124
Tnfrsf13b	3.54216774389832e-128	0.570966448000523	0.504	0.099	1.14358885611757e-123
AA467197	3.91403525943101e-128	0.649342204326259	0.348	0.02	1.2636462835073e-123
Ss18	5.38256703973076e-128	0.843239894452859	0.832	0.412	1.73776176877708e-123
Atl3	7.89199695965097e-128	0.742828117811457	0.636	0.196	2.54793121842332e-123
Ahr	1.03668828899854e-127	0.680092796412772	0.334	0.015	3.3469481410318e-123
Fgf2	1.31892487284201e-127	0.523777419804502	0.312	0.005	4.25814895197044e-123
Phlda1	3.16062831380204e-127	0.601691452320206	0.39	0.041	1.02040885111099e-122
Comt	6.30392559560377e-127	0.529974339059682	0.486	0.09	2.03522237854068e-122
Spag9	7.75537862712822e-127	0.872478193831646	0.849	0.439	2.50382398976834e-122
Ssr4	2.44772444948993e-126	0.755349495525184	0.833	0.378	7.90247838517823e-122
Csrnp1	4.65470134689112e-126	0.557364136625693	0.486	0.093	1.5027703298438e-121
Lpxn	6.09220552500272e-126	0.717718094967527	0.537	0.128	1.96686855374713e-121
Aebp2	6.99043271990829e-126	0.797517550651701	0.881	0.468	2.25686120362239e-121
Ptpn3	7.15724153663883e-126	0.583974682484652	0.333	0.016	2.31071543010385e-121
Mctp2	8.72049423890766e-126	-1.02210884278204	0.07	0.352	2.81541156503134e-121
Hip1r	8.87285736575757e-126	0.580847823071458	0.383	0.04	2.86460200053483e-121
Mxd1	1.24959606080744e-125	0.596259851837036	0.525	0.117	4.03432088231683e-121
Ctnna1	1.57375971642816e-125	0.51203210527542	0.412	0.053	5.08088324448831e-121
Syngr2	3.92400511073666e-125	0.46461249179462	0.419	0.056	1.26686505000133e-120
Zbtb1	7.24405570326765e-125	0.767788415775492	0.716	0.264	2.33874338379996e-120
Peli1	7.55507743128189e-125	-0.908329241651242	0.88	0.91	2.43915674868936e-120
Ech1	7.94647993839097e-125	0.601676253304362	0.576	0.144	2.56552104810952e-120
Atp5md	9.36109394745682e-125	0.688830668900637	0.836	0.374	3.02222918093643e-120
Maml2	1.07710240335195e-124	-1.00995738792269	0.821	0.903	3.47742510922179e-120
Zfpm1	1.30359715975605e-124	0.544505125007025	0.516	0.109	4.2086634302724e-120
Emp1	1.61014913626713e-124	0.687353003927627	0.314	0.009	5.19836648643842e-120
Grina	1.78345615596648e-124	0.509249755602953	0.476	0.087	5.75788819953779e-120
Tspan2	6.65825630869477e-124	0.544777734699248	0.303	0.004	2.1496180492621e-119
Gabarapl1	8.45780330062302e-124	0.442368044997624	0.324	0.014	2.73060179560614e-119
Ier5l	9.92329648051605e-124	0.694181976650994	0.306	0.006	3.20373626873461e-119
Ier2	1.06070493538904e-123	0.772905475934879	0.794	0.336	3.42448588390351e-119
Mif4gd	2.04870029161096e-123	0.51424574567471	0.552	0.128	6.614228891466e-119
Bcl7c	3.43088648439134e-123	0.479832010817088	0.536	0.117	1.10766170148574e-118
Bag1	8.97590953782871e-123	0.615313552125134	0.743	0.257	2.897872394288e-118
A330040F15Rik	1.03580939251472e-122	-1.33332979749345	0.077	0.357	3.34411062373377e-118
Smc4	1.38986092713277e-122	-1.27047312586202	0.739	0.801	4.48716600324815e-118
Sgip1	1.72519738489233e-122	0.80379251190558	0.322	0.015	5.5697997571249e-118
2610035D17Rik	2.94495544389842e-122	-1.32614712238505	0.251	0.525	9.50778865062604e-118
Cdc25b	5.59334017114618e-122	0.62749948050671	0.35	0.029	1.80580987425454e-117
Gnb2	6.62213023819759e-122	0.674468395183971	0.806	0.331	2.13795474740209e-117
Rpl31	9.66216913291259e-122	-0.558615532865453	0.966	0.982	3.11943130456083e-117
Ifi27l2a	1.83863956361381e-121	0.975649116777964	0.975	0.8	5.93604783112718e-117
Chst12	2.26493175373455e-121	0.467102419229167	0.402	0.052	7.31233216693199e-117
Acsbg1	2.50757914574588e-121	0.687650251949956	0.321	0.016	8.09571927204057e-117
Relb	3.16559193698667e-121	0.555351489750594	0.563	0.142	1.02201135685615e-116
Mcm6	5.78168582798161e-121	0.622490518399269	0.543	0.132	1.86661726956386e-116
Uqcrh	6.87470863055554e-121	0.571760713193388	0.974	0.795	2.21949968137486e-116
Wdfy1	9.4034574354454e-121	0.485503855855973	0.444	0.074	3.03590623303355e-116
Ap1s2	9.87962115391011e-121	0.542905063858171	0.429	0.067	3.18963568953988e-116
Dst	1.89077248811819e-120	0.628416147643525	0.442	0.078	6.10435897788958e-116
Zmiz1	4.17083525219389e-120	0.666686853931634	0.73	0.27	1.3465541611708e-115
Tspan5	4.69029581309425e-120	0.889114084683707	0.711	0.281	1.51426200325748e-115
Sirt2	5.35903243617742e-120	0.500508344671034	0.562	0.137	1.73016362201988e-115
Dusp14	6.44188531634225e-120	0.768353356921933	0.306	0.011	2.07976267438109e-115
Arl4c	7.46357838890488e-120	-1.08443325171725	0.321	0.581	2.40961628285794e-115
Cmip	9.05965808021887e-120	0.749320144503659	0.931	0.643	2.92491061119866e-115
Tcf7	1.00021959281513e-119	-0.835910982999776	0.764	0.893	3.22920895540364e-115
Bmpr2	1.32494206129445e-119	0.653985688082369	0.387	0.05	4.27757544488913e-115
Arid5b	1.37460440398087e-119	0.945670658404508	0.887	0.555	4.43791031825225e-115
Fhl2	1.61232489987336e-119	0.553548111222454	0.307	0.011	5.20539093924115e-115
Card19	1.64353323222782e-119	0.502187564643218	0.48	0.094	5.30614704024751e-115
Tg	2.60567146369605e-119	0.638229760156311	0.577	0.158	8.4124103205427e-115
Pglyrp1	3.4596054505574e-119	0.544585388571555	0.373	0.041	1.11693361971246e-114
Wsb1	4.5892093894171e-119	0.582863593026408	0.635	0.189	1.48162625137331e-114
Zfand5	8.09898155426897e-119	0.628554874964517	0.741	0.268	2.61475619479574e-114
Itga4	1.06862794536185e-118	1.11094443228236	0.892	0.583	3.45006532160075e-114
Sdcbp2	1.57933509411595e-118	0.505972011543821	0.358	0.035	5.09888335135334e-114
Itgb1	2.17809146783287e-118	0.939478500102856	0.55	0.145	7.03196830389843e-114
Slc35d1	2.46725334405272e-118	0.725084228048572	0.563	0.153	7.96552742127422e-114
Cemip2	2.74057616761541e-118	0.494868574970829	0.312	0.014	8.84795015714635e-114
Fam107b	4.11201359675483e-118	0.860965900099682	0.915	0.588	1.3275635897123e-113
Gm14085	4.59446527383173e-118	-1.19100857106264	0.048	0.309	1.48332311365657e-113
Sept11	6.11090986146497e-118	0.673056623938473	0.504	0.117	1.97290724877397e-113
Scyl2	1.6910904831264e-117	0.636766781029278	0.513	0.123	5.45968562477357e-113
Mapkapk2	2.80243131237452e-117	0.520137239071699	0.614	0.171	9.04764949200115e-113
Ubac2	5.33066998192005e-117	-0.955309278004515	0.661	0.759	1.72100680366289e-112
Il17a	5.41956441921456e-117	1.71231518762009	0.297	0.009	1.74970637274342e-112
Irs2	5.6423059710307e-117	0.629546402474109	0.402	0.06	1.82161848274726e-112
Cwc25	1.11977745593423e-116	0.618092741245294	0.507	0.115	3.61520151648367e-112
Hsd11b1	3.02205422080568e-116	-1.28138483562971	0.288	0.541	9.75670205187115e-112
Tspan3	3.53276880485255e-116	0.598090785847457	0.449	0.084	1.14055440864664e-111
Cox6b1	3.87467192997679e-116	0.637235390759316	0.9	0.51	1.25093783259301e-111
Msi2	5.37109702538334e-116	0.721454474619868	0.951	0.73	1.73405867464501e-111
Add3	1.7844858810816e-115	-1.02738069333391	0.574	0.721	5.76121266707195e-111
Zeb2	1.86950179670481e-115	0.851953173269178	0.294	0.009	6.03568655066149e-111
Il18rap	3.4175651205066e-115	0.646228562932679	0.296	0.009	1.10336089915556e-110
Rac2	1.52952380168143e-114	0.598189765252186	0.964	0.798	4.9380675937285e-110
Slc15a3	4.04123831707371e-114	0.551082190315698	0.297	0.011	1.30471379066725e-109
Rhoh	4.75457783837765e-114	-0.878787634586573	0.793	0.822	1.53501545512023e-109
Pgam1	5.25643247695027e-114	0.622239378161817	0.632	0.198	1.69703922518339e-109
Ppp1r16b	5.39048270603484e-114	0.760659680408581	0.873	0.485	1.74031734164335e-109
Kras	6.3842307383465e-114	0.687024029334157	0.864	0.442	2.06114889387517e-109
Slc25a24	8.09550251267093e-114	0.491738906260296	0.33	0.026	2.61363298621581e-109
Angptl2	9.64676596169494e-114	0.605252807126644	0.351	0.037	3.11445839073321e-109
Alcam	4.62747559651518e-113	1.00074633324027	0.318	0.022	1.49398049633493e-108
Ablim3	5.18095665011934e-113	0.922183478423345	0.285	0.007	1.67267185449103e-108
Selenos	6.54308082153619e-113	0.682626970556065	0.686	0.25	2.11243364323296e-108
Pold4	1.38389975124789e-112	0.489605439677223	0.565	0.15	4.46792034690382e-108
Atox1	1.38908977707018e-112	0.603480111776752	0.749	0.281	4.48467634527108e-108
Sik2	1.57999705561826e-112	0.83939144976438	0.777	0.363	5.10102049406355e-108
Ddx60	2.56737110132258e-112	-1.28863908713053	0.099	0.37	8.28875760061996e-108
Plp2	3.1269068814419e-112	0.450084755782818	0.355	0.038	1.00952188667352e-107
Spn	3.25433747810069e-112	0.694371655607093	0.818	0.392	1.05066285480481e-107
Lypd6b	6.17352560491915e-112	-0.843503228503435	0.018	0.242	1.99312274154815e-107
Eif3h	1.17984402764494e-111	0.587467268977827	0.95	0.715	3.8091264432517e-107
Sdf4	2.25316732013533e-111	0.786007764993427	0.835	0.42	7.2743506930569e-107
Nsmaf	2.58255898941098e-111	0.592845622033448	0.611	0.188	8.33779169731336e-107
Ptpn1	7.34317564164325e-111	0.684163716523974	0.902	0.538	2.37074425590452e-106
Sec61g	7.80933545277024e-111	0.642590265724515	0.833	0.415	2.52124395092687e-106
Prr5l	1.55686715668594e-110	0.565458456068039	0.277	0.005	5.02634561536057e-106
Mxd4	2.24682117571236e-110	0.628305901179536	0.723	0.279	7.25386216578737e-106
Smim3	2.71494000810058e-110	0.479929703860897	0.289	0.011	8.76518381615271e-106
Cst7	2.71882091814052e-110	0.489687478250376	0.339	0.033	8.77771333421666e-106
Cirbp	3.14901631541845e-110	0.544957976163912	0.573	0.159	1.01665991743285e-105
Xist	3.33585275867156e-110	-1.50861676016914	0.1	0.399	1.07698006313711e-105
Plod2	5.52656065128909e-110	0.575822809930252	0.307	0.019	1.78425010626868e-105
Zap70	7.59820028947448e-110	0.684530648986654	0.77	0.332	2.45307896345683e-105
Cox5b	9.7197262783384e-110	0.658821618305101	0.824	0.397	3.13801362896155e-105
Baz1a	1.41035783995086e-109	0.765334865101013	0.813	0.384	4.55334028628134e-105
Gm20559	1.50591466443416e-109	-0.956225605437638	0.075	0.333	4.8618454941257e-105
Trerf1	2.42801897369193e-109	0.906312593969957	0.761	0.351	7.83885925656439e-105
Rps21	2.52631767813034e-109	0.393550473793295	0.997	0.996	8.1562166238438e-105
Pced1b	2.75757323165401e-109	-1.12451594404643	0.463	0.637	8.90282517839496e-105
Slbp	3.33396153757287e-109	0.460750009607137	0.602	0.169	1.0763694824054e-104
St8sia1	4.3885090749647e-109	-0.994598474280763	0.379	0.659	1.41683015485235e-104
Glipr2	5.40330820252029e-109	0.466781316145534	0.403	0.066	1.74445805318367e-104
Prkca	1.23036073029572e-108	1.01536563571089	0.935	0.792	3.97221961775973e-104
Rorc	2.27301769190271e-108	0.529835165820275	0.279	0.008	7.3384376183079e-104
mt-Atp6	2.41659775925981e-108	-0.385862272970528	0.997	1	7.80198586577028e-104
Dctn2	3.00349994878478e-108	0.419476778895657	0.52	0.124	9.69679958465166e-104
Dap	3.61217987289985e-108	0.474399694653324	0.503	0.118	1.16619227196572e-103
Acot7	6.58682780534084e-108	0.417846971929407	0.362	0.046	2.12655735695429e-103
Hnrnpll	1.38564104997437e-107	0.624251286570843	0.582	0.175	4.47354212984225e-103
Tagln2	1.38985387752204e-107	0.68700977369007	0.719	0.293	4.48714324357991e-103
Abtb2	1.69568975422109e-107	-1.212282735341	0.586	0.724	5.47453437150279e-103
Dtl	1.82421251740028e-107	0.584650989515586	0.313	0.025	5.88947011242681e-103
Gng10	2.81251273350358e-107	0.410731974682979	0.479	0.104	9.0801973601163e-103
Rpl8	3.17046295339296e-107	-0.407537561569968	0.998	0.999	1.02358396450292e-102
Cotl1	3.23959558593404e-107	0.662211325094667	0.918	0.589	1.0459034349188e-102
Optn	3.55610069643739e-107	0.46488901681817	0.276	0.008	1.14808710984481e-102
Rcsd1	4.12503697753125e-107	-1.078757158417	0.428	0.613	1.33176818819596e-102
Man1a	5.20588653778488e-107	-1.01358547345856	0.62	0.753	1.68072046872385e-102
Gm20275	5.43915889446118e-107	0.856284632580788	0.791	0.397	1.75603244907679e-102
Axl	7.38467621326307e-107	0.462332822822632	0.288	0.014	2.38414271545198e-102
Arid1a	7.57134061765667e-107	-0.874896381446715	0.739	0.762	2.44440731841045e-102
Klf3	1.15117985003056e-106	-1.06396347165651	0.171	0.451	3.71658414582365e-102
Rasgrp2	2.53000010734972e-106	-0.903896425639976	0.116	0.392	8.16810534657856e-102
Tff1	3.04149453518359e-106	1.08340518710778	0.274	0.008	9.81946510684022e-102
Sgk3	8.77158264508722e-106	-0.686390908233114	0.008	0.211	2.83190545696641e-101
Ankrd12	1.17142208209273e-105	0.798538234902182	0.934	0.678	3.78193619203637e-101
Zfp652	1.22656948760151e-105	-1.07771877111443	0.273	0.525	3.95997959072148e-101
Rps9	1.30001887673188e-105	-0.377679514997086	0.998	1	4.19711094352887e-101
Dr1	1.55078619930101e-105	0.646220970458995	0.484	0.118	5.0067132444433e-101
Ube2m	1.82995142468721e-105	0.522547556772664	0.673	0.223	5.90799817460266e-101
Ifi214	2.41456385805626e-105	-0.943359605072662	0.048	0.289	7.79541941573463e-101
Homer1	2.42929169562272e-105	0.67307778581146	0.427	0.087	7.84296823931794e-101
Tox	2.67933861602887e-105	1.09065626769289	0.946	0.834	8.6502447218492e-101
Nfkbil1	3.69817269136098e-105	0.453769442013229	0.463	0.1	1.19395505340589e-100
Aopep	5.56346894162208e-105	0.817730337567806	0.821	0.434	1.79616594780269e-100
Ndrg3	1.65287763981366e-104	-1.14236136171986	0.239	0.488	5.33631546013842e-100
Tbcb	1.80472442308823e-104	0.404573401864632	0.522	0.13	5.82655279994036e-100
Rnf10	2.57513396504433e-104	0.444888162298368	0.597	0.176	8.31382000614562e-100
Hmgb1	2.66569700126255e-104	0.62595543375755	0.958	0.733	8.60620276857613e-100
Twsg1	7.05837182569943e-104	0.458858168710913	0.426	0.083	2.27879534392706e-99
Clint1	1.95851159746657e-103	0.703505465974732	0.952	0.701	6.32305469242082e-99
Ssbp4	2.22290489998815e-103	0.44530659497547	0.554	0.151	7.17664846961174e-99
Ramp1	2.63564763023303e-103	1.07102526084072	0.748	0.416	8.50918837420732e-99
Hadha	3.14771739287772e-103	0.490634609772471	0.678	0.228	1.01624056029057e-98
Gsap	3.16486938148262e-103	0.469879766134584	0.377	0.06	1.02177807981167e-98
Cenpb	3.17905347883372e-103	0.394384089314327	0.37	0.055	1.02635741564147e-98
Itga3	3.30845225096594e-103	0.47870904518171	0.271	0.009	1.06813380922435e-98
Hivep3	3.69178645471631e-103	0.897720082318284	0.464	0.116	1.19189325690516e-98
Rplp1	3.86791530758008e-103	-0.365901212706931	1	1	1.24875645705223e-98
Batf	4.56033182809855e-103	0.640465594399654	0.529	0.153	1.47230313070162e-98
Parp11	9.70423535426028e-103	-1.14763663147624	0.133	0.389	3.13301238412293e-98
Rreb1	9.91246579534198e-103	-1.04529596486749	0.16	0.422	3.20023958202616e-98
Rps7	1.02771496929241e-102	-0.385715183296602	0.997	1	3.31797777836056e-98
Vps54	1.27576600141062e-102	0.782966982711298	0.815	0.422	4.11881053555417e-98
Mfsd14a	2.6805959615257e-102	0.486010212339574	0.591	0.179	8.65430406178571e-98
Prelid1	3.27259851418334e-102	0.590941994373254	0.779	0.333	1.05655843030409e-97
Atp5l	4.88770246179633e-102	0.589428058376077	0.939	0.623	1.57799473979095e-97
Nf1	6.64127831502095e-102	0.546304720607743	0.546	0.159	2.14413670400451e-97
Fam20a	1.51326253081748e-101	0.634525622127699	0.301	0.025	4.88556808074423e-97
Vps29	3.74299441653634e-101	0.452064030931599	0.609	0.181	1.20842574737876e-96
F730043M19Rik	1.30423743325564e-100	0.414925096467549	0.301	0.025	4.21073055326582e-96
Sept7	1.33500967682545e-100	0.633267011548219	0.933	0.644	4.31007874163098e-96
Rnf11	2.01072782540113e-100	0.408966344191571	0.385	0.065	6.49163478430755e-96
Rpl34	1.00311595655224e-99	0.359815637363317	0.999	0.998	3.23855986572889e-95
Gimap5	1.62180774730272e-99	0.573930715383743	0.711	0.272	5.23600631216684e-95
Plekhb2	2.08720020042737e-99	0.375551673342911	0.391	0.068	6.73852584707977e-95
Mir142hg	2.11772650425433e-99	-0.780920919158488	0.846	0.905	6.83708001898511e-95
S1pr1	2.18466088236735e-99	-0.898067889446358	0.286	0.583	7.053177658723e-95
Ssbp2	3.74885712583247e-99	-1.12082645396452	0.542	0.704	1.21031852307501e-94
Map2k3	4.84057622124246e-99	0.444573810276156	0.389	0.069	1.56278003302813e-94
Thap12	5.03915207841189e-99	0.564127913441017	0.551	0.167	1.62689024851528e-94
Atp8b4	5.17403103786173e-99	-0.911395142650817	0.053	0.289	1.67043592057366e-94
Atad2	5.73877602350936e-99	0.663712927764877	0.634	0.227	1.85276383919e-94
Slc9b2	7.6861221449195e-99	0.406576705280115	0.261	0.009	2.48146453448726e-94
Ankrd44	1.43630130352513e-98	-0.642196071878343	0.94	0.951	4.63709875843089e-94
Raet1e	1.45773692000934e-98	0.727986194173882	0.726	0.318	4.70630364625015e-94
Dgkz	3.03373892052678e-98	0.588335781467402	0.726	0.294	9.7944261049207e-94
Foxn3	3.73866324385721e-98	-0.908306764792711	0.885	0.92	1.2070274282793e-93
Eprs	5.94654176421004e-98	0.909183167857805	0.732	0.343	1.91984100857521e-93
Tmbim4	6.83728368674689e-98	0.372235173000931	0.454	0.101	2.20741703826623e-93
Galm	6.85003926160239e-98	0.484477745308271	0.34	0.047	2.21153517560833e-93
Vgll4	8.59867353843108e-98	0.802314262990332	0.805	0.47	2.77608175188247e-93
St3gal3	1.36160155514204e-97	0.688628961139841	0.424	0.097	4.39593062077607e-93
Samd9l	1.38191234631114e-97	-1.05906740543305	0.167	0.42	4.4615040100655e-93
Elob	2.56908332473261e-97	0.589659487669302	0.91	0.549	8.29428551389923e-93
Arhgap26	2.75497808047922e-97	0.674833896234327	0.692	0.277	8.89444673282716e-93
Usp18	3.50804047419339e-97	-1.0996065810473	0.064	0.298	1.13257086709334e-92
Lpgat1	3.61036315875302e-97	0.42716971228685	0.417	0.085	1.16560574580341e-92
Golm1	4.3448556156637e-97	0.444072548255159	0.293	0.024	1.40273663551702e-92
Fau	4.35408596335798e-97	0.329154560434261	1	1	1.40571665327012e-92
Clasp2	6.85289671658033e-97	0.7433319284187	0.758	0.354	2.21245770494796e-92
Adam9	7.05979846086693e-97	0.441970525994457	0.309	0.033	2.27925593309089e-92
Cmtm7	7.31667036468557e-97	0.62164585353638	0.571	0.186	2.36218702723874e-92
Ap2m1	1.02868771002372e-96	0.413369572006116	0.551	0.156	3.32111827181158e-92
Acads	1.435693181585e-96	0.346965859484867	0.4	0.076	4.63513543674719e-92
Slc5a3	1.63527691484482e-96	0.465927145091106	0.386	0.071	5.2794915195765e-92
Etfb	2.76905832919278e-96	0.441600380033	0.545	0.153	8.93990481579888e-92
Cd27	2.95511710462517e-96	-0.917884923649092	0.392	0.61	9.54059557228235e-92
Atp5k	3.8571810534615e-96	0.542361480485488	0.709	0.276	1.24529090311004e-91
Ifitm3	1.93465526646448e-95	0.842451329591561	0.376	0.073	6.24603452778059e-91
Nfkb2	2.00087379391165e-95	0.392281875270104	0.412	0.084	6.45982104364375e-91
Arf6	2.84060529452731e-95	0.43819618287678	0.581	0.176	9.17089419338141e-91
Cmah	4.21805994291743e-95	-1.0521637636543	0.482	0.666	1.36180065257089e-90
Bcl2l1	8.53239334201316e-95	0.874373308238387	0.413	0.099	2.75468319046895e-90
Evl	1.15309198811269e-94	-0.971191546051567	0.619	0.695	3.72275748362183e-90
Tspo	1.30924233016495e-94	0.593444561029808	0.918	0.574	4.22688886293753e-90
Itpripl2	1.38115428746229e-94	0.355078153428849	0.25	0.008	4.45905661707199e-90
Tpt1	1.38951816512878e-94	-0.295582176047891	1	1	4.48605939611828e-90
Csnk1g3	1.62976482680793e-94	0.647567518425158	0.817	0.419	5.2616957433494e-90
Cdk6	1.83408832115292e-94	0.669598288318421	0.562	0.19	5.92135414484219e-90
Cd3e	2.08460690814308e-94	0.547137772055493	0.968	0.766	6.73015340293993e-90
Adk	3.83049740280567e-94	1.04818358325595	0.639	0.276	1.23667608649581e-89
Prnp	4.10028107153876e-94	0.367424264654418	0.282	0.022	1.32377574394629e-89
Nfat5	4.32105708314922e-94	0.703723963619024	0.822	0.436	1.39505327929473e-89
Tet2	5.85276383531239e-94	0.498978686137362	0.6	0.199	1.88956480423061e-89
Ciapin1	5.97802926860008e-94	0.422266503206746	0.505	0.136	1.93000674936754e-89
