p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
0	1.18837295555257	0.925	0.537	0	Gna13
0	0.688989177489105	0.569	0.199	0	Slc16a6
0	0.667595957913174	0.415	0.14	0	Fam20a
0	1.09064985974403	0.832	0.356	0	Timp2
0	1.23959548633302	0.8	0.367	0	Odc1
0	0.593947002541492	0.671	0.3	0	Hpcal1
0	1.18504795388917	0.833	0.433	0	Ifrd1
0	0.683081841383962	0.859	0.597	0	Baz1a
0	0.837927776908696	0.761	0.418	0	Gm15283
0	1.2546221172773	0.94	0.652	0	Hif1a
0	0.736708259495173	0.75	0.404	0	Zbtb1
0	0.469256300641011	0.606	0.274	0	Gpr68
0	-0.803741358066768	0.845	0.891	0	Bcl11b
0	1.16190754218302	0.535	0.069	0	Ckb
0	1.0427574404775	0.853	0.392	0	Gpr132
0	-1.69074076506831	0.425	0.861	0	Ighm
0	0.287947930605833	0.165	0.001	0	Vipr2
0	1.44357275240076	0.948	0.623	0	Gdi2
0	0.836196703697656	0.777	0.358	0	Pfkp
0	0.640619852753554	0.221	0.028	0	Tcrg-C2
0	-1.05251957599867	0.193	0.606	0	Hist1h1b
0	-1.15646169627378	0.334	0.633	0	Hist1h4d
0	-1.10701716533461	0.377	0.622	0	Hist1h1e
0	-1.30238300880565	0.77	0.922	0	Ripor2
0	0.85173288298308	0.295	0.051	0	Serpinb1a
0	1.03276525356328	0.777	0.317	0	Hivep1
0	0.598683815106767	0.52	0.165	0	Gfod1
0	0.702142992169889	0.899	0.675	0	Jarid2
0	0.540519436110397	0.534	0.16	0	Card19
0	0.808729189924732	0.588	0.105	0	Susd3
0	0.579653730634669	0.45	0.111	0	Nfil3
0	1.66679926161342	0.669	0.085	0	Ell2
0	0.663396325269964	0.417	0.098	0	Homer1
0	-0.931439417339529	0.527	0.707	0	Iqgap2
0	0.647232105253327	0.809	0.518	0	Col4a3bp
0	0.885377306263299	0.8	0.454	0	Adamts6
0	0.740200022448778	0.849	0.535	0	Zswim6
0	1.77626115730347	0.872	0.172	0	Pde4d
0	-0.744326356108932	0.037	0.306	0	Ankrd55
0	-0.842891318418011	0.126	0.459	0	Il6st
0	2.60112179931521	0.902	0.525	0	Emb
0	1.05961611008944	0.582	0.256	0	Flnb
0	0.764590170603543	0.835	0.469	0	Gng2
0	0.849872191656438	0.918	0.661	0	Arf4
0	-1.24126600181435	0.477	0.735	0	Arhgef3
0	0.832412736077499	0.337	0.014	0	Gm49180
0	1.27828454737431	0.673	0.266	0	Lgals3
0	0.809652956489905	0.435	0.129	0	Ltb4r1
0	0.8891984643396	0.855	0.468	0	Ctsb
0	0.682868968634078	0.428	0.039	0	Slc39a14
0	1.3069782867552	0.576	0.117	0	Cysltr2
0	0.307500638684776	1	0.999	0	Tpt1
0	1.71767532897807	0.582	0.095	0	Tnfsf11
0	0.87684192949441	0.492	0.157	0	Rgcc
0	0.972378411543541	0.535	0.188	0	Tbc1d4
0	1.4390309595191	0.651	0.114	0	Farp1
0	0.600063852342326	0.954	0.774	0	Sub1
0	1.02550620629712	0.437	0.024	0	Myo10
0	0.470882000346093	0.553	0.234	0	Dap
0	0.821620262303068	0.7	0.27	0	Rnf19a
0	0.307077340884428	0.162	0.003	0	Ncald
0	0.663392270836144	0.802	0.437	0	Ubr5
0	2.22238305678187	0.853	0.206	0	Trps1
0	-2.32226046394052	0.274	0.837	0	Gm2682
0	1.20058675592532	0.941	0.571	0	Sla
0	1.30724131501073	0.494	0.004	0	Ccn4
0	0.916789513971163	0.45	0.124	0	Ndrg1
0	-1.33533553786853	0.229	0.534	0	Ly6a
0	0.406308902530292	0.485	0.162	0	Grina
0	1.48440912308913	0.719	0.094	0	Dgat1
0	0.553474372226694	0.513	0.204	0	H1f0
0	0.382762170697489	0.371	0.094	0	Josd1
0	0.897713409473698	0.671	0.234	0	Tob2
0	0.466153829545217	0.346	0.066	0	Pim3
0	0.737763513523394	0.407	0.141	0	Prickle1
0	0.66053685885096	0.757	0.433	0	Slc38a1
0	0.511133786419657	0.815	0.467	0	Slc38a2
0	0.701465069308673	0.297	0.004	0	Vdr
0	0.687952108549965	0.866	0.641	0	Dip2b
0	0.92462318209549	0.626	0.155	0	Nr4a1
0	0.65043576474838	0.249	0.007	0	Krt83
0	-0.698037677736099	0.687	0.839	0	Itgb7
0	0.419622725869012	0.455	0.149	0	Cdip1
0	1.7308714820512	0.743	0.039	0	Litaf
0	0.626005384045637	0.217	0.003	0	Dgkg
0	-1.64504557582254	0.121	0.638	0	St6gal1
0	0.600131910053014	0.549	0.165	0	Ccdc50
0	0.93012664501487	0.873	0.529	0	Cox17
0	1.74450158569597	0.91	0.576	0	Arhgap31
0	-1.4209333739748	0.114	0.566	0	Sidt1
