p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.55802927872522e-43	0.513695856097561	0.41	0.03	1.79440975263644e-38	9	Rogdi
6.00529599617063e-43	0.280717021232331	0.359	0.022	1.93880981236369e-38	9	Irak3
1.90032738898935e-42	0.361976592073459	0.436	0.033	6.1352069753521e-38	9	Myadm
8.31868504501108e-42	0.502791871299822	0.487	0.041	2.68568746678183e-37	9	Frmd4a
1.7821535133034e-40	0.878965793162415	0.692	0.088	5.75368261770004e-36	9	Tm6sf1
2.28564269880009e-40	0.603559064495584	0.538	0.053	7.37919745307609e-36	9	Lmo4
1.74769756664925e-39	2.57622157840995	0.923	0.199	5.6424415939271e-35	9	Plek
2.40486834948648e-39	5.41303342182483	0.923	0.226	7.76411746631712e-35	9	Cd74
2.60526401264986e-39	0.365379591621172	0.41	0.032	8.41109486484006e-35	9	Adgrg5
3.10252633600345e-39	2.76617374633327	0.923	0.222	1.00165062757871e-34	9	Ifi30
3.17160631292438e-39	0.47635423232382	0.154	0.005	1.02395309812764e-34	9	Strip2
3.38698944134258e-39	0.88850038140479	0.41	0.032	1.09348954113745e-34	9	Klrb1b
4.93462880948801e-39	1.98155864019728	0.641	0.084	1.59314491114321e-34	9	Klf4
1.37137781796491e-38	0.394634675015421	0.308	0.019	4.42749328529973e-34	9	Hpse
1.6736407214574e-38	0.715190205202823	0.564	0.061	5.40334906922521e-34	9	Rnf130
1.81270553649783e-38	0.42954156021258	0.231	0.011	5.85231982458325e-34	9	Arg2
3.8981165446425e-37	0.622909429479704	0.59	0.067	1.25850692643783e-32	9	Snx10
1.17735520572442e-36	0.492713175579329	0.615	0.072	3.80109128168128e-32	9	Lat2
2.51870822021587e-36	0.409580225250352	0.231	0.011	8.13164948896695e-32	9	Dse
3.12795595581474e-36	1.05305356905283	0.487	0.05	1.00986058033479e-31	9	Nav1
3.15182844151737e-36	0.407892011640464	0.436	0.039	1.01756781234388e-31	9	Adssl1
1.24969241516674e-35	0.680528994672419	0.359	0.027	4.03463196236581e-31	9	Large1
1.57303256692198e-35	1.05434965456704	0.615	0.081	5.07853564230763e-31	9	Grasp
5.47451404693769e-35	0.573241486979492	0.205	0.009	1.76744686005383e-30	9	Dmxl2
5.64104732527577e-35	1.20821086543618	0.538	0.061	1.82121212896528e-30	9	Ms4a4c
7.37726819095871e-35	0.775841059780505	0.462	0.046	2.38175103545102e-30	9	Ccr1
1.06944009700655e-34	0.412030537355247	0.333	0.024	3.45268735318566e-30	9	Pla2g15
2.25284491013913e-34	0.836906022974757	0.205	0.01	7.27330979238418e-30	9	Il4i1
3.22729423262574e-34	0.497909866474876	0.436	0.04	1.04193194300322e-29	9	Oasl2
3.78406210236726e-34	0.436295820704959	0.385	0.033	1.22168444974927e-29	9	Stard9
1.09507925217759e-33	1.03520662748467	0.359	0.029	3.53546336565536e-29	9	Arhgap24
5.87709245974466e-33	1.26210967570815	0.641	0.095	1.89741930062856e-28	9	Pik3ap1
6.81718292780418e-33	0.540167958992839	0.718	0.105	2.20092750824158e-28	9	Tnfrsf1a
1.53143618141087e-32	1.27825703684453	0.513	0.061	4.94424171168499e-28	9	Specc1
2.39528333757978e-32	0.302811685793893	0.179	0.008	7.73317225537631e-28	9	Slpi
3.66099740891811e-32	0.82681859420251	0.667	0.099	1.18195301346921e-27	9	Prcp
5.01658167583322e-32	0.682113604146966	0.333	0.026	1.61960339404275e-27	9	Naaa
1.16460554665113e-31	1.01140061169232	0.718	0.114	3.75992900736317e-27	9	Havcr2
1.02040081394984e-30	0.433914694726539	0.333	0.027	3.29436402783705e-26	9	Sdc3
1.0398529678408e-30	0.953905376849999	0.769	0.137	3.35716530667403e-26	9	Gngt2
1.46806937684784e-30	0.81888842756701	0.744	0.123	4.73966198315326e-26	9	Rhoq
1.60712179953025e-30	1.04022402167079	0.487	0.057	5.18859272978342e-26	9	Apobec1
1.70205641901668e-30	0.733170203452031	0.667	0.103	5.49508914879536e-26	9	Irf5
2.98093907150899e-30	0.435446538422245	0.333	0.028	9.62396179236677e-26	9	Cd302
4.18000933230313e-30	1.04590052338222	0.718	0.121	1.34951601293406e-25	9	Hexa
4.37761560526603e-30	2.09352669845126	0.846	0.207	1.41331319816014e-25	9	Clic4
6.62689990653392e-30	0.632177147896586	0.128	0.004	2.13949463482448e-25	9	Cacnb2
6.69033135958424e-30	0.537910939617953	0.692	0.106	2.15997347944177e-25	9	Maff
2.54478063343889e-29	0.765923189291042	0.436	0.047	8.21582427505746e-25	9	Gk
2.63994604423938e-29	0.253727109372082	0.41	0.041	8.52306580382684e-25	9	Nfix
2.74601094739996e-29	1.10326555554964	0.744	0.135	8.86549634368076e-25	9	Tcf4
4.18945954713579e-29	0.477833146929049	0.513	0.064	1.35256701479279e-24	9	Ralb
5.19038222675896e-29	0.88424169342116	0.487	0.059	1.67571490190913e-24	9	Egr2
1.14916671979689e-28	1.72284363892713	0.769	0.167	3.71008475486425e-24	9	Grn
1.35384207067584e-28	0.533393691591136	0.359	0.033	4.37087912517697e-24	9	Cd244a
3.8161650757838e-28	0.420142318242458	0.41	0.044	1.2320488947168e-23	9	Afdn
8.25421771971569e-28	2.07926682132048	0.974	0.393	2.66487419081021e-23	9	Ctsz
8.55585451030002e-28	1.1250005323994	0.641	0.106	2.76225762865036e-23	9	Mt1
9.88706081784609e-28	0.251907453168114	0.333	0.029	3.19203758504161e-23	9	Renbp
1.26819525618592e-27	0.964177184365877	0.795	0.167	4.09436838459623e-23	9	Slc15a3
1.55541052860244e-27	0.573520288259367	0.462	0.057	5.02164289159298e-23	9	Pkig
2.50407820356942e-27	1.97955654799874	0.231	0.015	8.08441648022386e-23	9	Arg1
3.18137385989599e-27	0.526371034145472	0.231	0.015	1.02710655066742e-22	9	Lhfpl2
5.70576147179898e-27	1.55881135045471	0.692	0.133	1.8421050911703e-22	9	Cd9
7.54307615696811e-27	1.42234532333948	0.846	0.196	2.43528213727716e-22	9	Ifitm2
4.11630996574717e-26	0.399757510393854	0.538	0.074	1.32895067244147e-21	9	5031439G07Rik
5.2549442231225e-26	2.94491487117948	0.231	0.016	1.6965587424351e-21	9	Spp1
5.34473866625373e-26	0.665888935488651	0.308	0.028	1.72554887840002e-21	9	Itgb5
5.616494871356e-26	0.854517395147106	0.692	0.124	1.81328536921728e-21	9	Acer3
7.72055446850652e-26	0.403676268070192	0.462	0.059	2.49258101015733e-21	9	Sema4a
7.84821007014277e-26	0.388398302306372	0.41	0.046	2.53379462114559e-21	9	Nlrp1b
1.82296352999189e-25	1.23450484875936	0.564	0.093	5.88543775657882e-21	9	Ccrl2
2.20039429970713e-25	1.57584923053327	0.769	0.177	7.10397299660447e-21	9	Atrnl1
2.7830054450398e-25	0.421266913404974	0.205	0.013	8.98493307931098e-21	9	Rasal2
7.88612741082319e-25	2.24089761425794	0.872	0.236	2.54603623458427e-20	9	Ifitm3
1.0702611537162e-24	0.760560532763789	0.436	0.056	3.45533813477276e-20	9	Mob3b
1.15726913257938e-24	1.44205767237622	0.692	0.132	3.73624339453253e-20	9	Lgmn
1.31504245112612e-24	0.516857483715166	0.256	0.021	4.24561455346068e-20	9	Rhob
1.98304840765326e-24	0.788329881248637	0.718	0.143	6.40227178410854e-20	9	Smim3
2.33205640354764e-24	0.484981388515012	0.385	0.044	7.52904409885354e-20	9	Itga5
2.63598090727295e-24	0.688220128400698	0.667	0.119	8.51026435913072e-20	9	Cask
2.7443507829007e-24	0.254228334594567	0.359	0.038	8.86013650259491e-20	9	Plod3
4.41708472892675e-24	0.3747061563369	0.59	0.093	1.426055804734e-19	9	Fes
7.66349468414991e-24	0.338677377786541	0.205	0.014	2.4741592587778e-19	9	Camk1
8.89088755353692e-24	1.62187621564769	0.821	0.235	2.87042304665939e-19	9	Nfe2l2
1.29089341727624e-23	2.01810863791059	0.897	0.292	4.16764939767636e-19	9	Ctsc
1.56932909468757e-23	0.471077254018891	0.308	0.03	5.06657898219881e-19	9	H2-Ob
2.40002938078661e-23	0.547179156239834	0.59	0.1	7.74849485586958e-19	9	Itprid2
2.6772512889094e-23	1.46558411388988	0.795	0.21	8.643505786244e-19	9	Cdkn1a
4.22032397406744e-23	1.94192072947641	0.359	0.041	1.36253159502767e-18	9	Ccl3
6.2003864051162e-23	0.399550842220057	0.436	0.058	2.00179475089177e-18	9	Erlin1
1.29633067266888e-22	0.475001399995152	0.462	0.064	4.18520357671148e-18	9	Anxa1
1.47407452199033e-22	0.531211429800161	0.513	0.078	4.75904959424577e-18	9	Trio
1.55064489301378e-22	0.58495740135092	0.692	0.134	5.00625703709497e-18	9	Hk2
1.58963747479366e-22	0.600842089700929	0.615	0.114	5.13214458737132e-18	9	Slc29a3
2.1817974058726e-22	1.3992212021302	0.744	0.163	7.0439329248597e-18	9	Cd83
3.22004584270155e-22	3.29273424275541	0.949	0.603	1.0395918003162e-17	9	Cst3
4.0591335230621e-22	2.92143844208898	0.974	0.512	1.3104912579206e-17	9	Psap
4.56752175573455e-22	1.39987726245836	0.769	0.199	1.4746243988389e-17	9	Ms4a6c
6.7135633965273e-22	0.739358811611859	0.667	0.133	2.16747394256884e-17	9	Bach1
8.07804892932206e-22	0.802665109827543	0.128	0.006	2.60799809683163e-17	9	Inhba
9.43331793161723e-22	0.454750786194817	0.308	0.033	3.04554669422262e-17	9	Lair1
1.51131888042146e-21	0.948170384891122	0.231	0.019	4.87929300544069e-17	9	Ly6c2
1.90941437432958e-21	1.01264741322706	0.744	0.184	6.16454430752306e-17	9	Prkcd
2.06415866872848e-21	0.580175996872691	0.718	0.153	6.66413626198989e-17	9	Evi2a
3.27336551805498e-21	3.12028093063816	0.949	0.596	1.05680605750405e-16	9	Ctss
3.84292800305098e-21	0.801474543240031	0.615	0.128	1.24068930578501e-16	9	Gsn
4.68524950978912e-21	0.582601461545467	0.282	0.028	1.51263280423542e-16	9	Spon1
5.43602763435924e-21	0.282360438100968	0.154	0.009	1.75502152175288e-16	9	Zfp704
8.39572833746884e-21	0.744722764363972	0.718	0.162	2.71056089375182e-16	9	Asah1
1.3938601300687e-20	0.748446151196407	0.718	0.159	4.50007742992681e-16	9	Ifngr2
1.67614845374134e-20	1.47386115067355	0.846	0.316	5.41144528290393e-16	9	H2-DMa
2.68446255197681e-20	1.31129706508671	0.744	0.192	8.66678734905712e-16	9	Lst1
2.83106051372488e-20	0.317206814040405	0.205	0.016	9.14007886856078e-16	9	Il18bp
2.84449813751721e-20	0.414814708692367	0.487	0.076	9.18346223697432e-16	9	Metrnl
3.3626068499713e-20	0.588836771242377	0.436	0.064	1.08561762151323e-15	9	Klrd1
3.64111384554441e-20	0.538481860308103	0.41	0.058	1.17553360503401e-15	9	Mctp1
4.72780841869567e-20	0.304122459294707	0.513	0.082	1.5263729479759e-15	9	Arhgap5
8.76286309809259e-20	0.553990538818777	0.564	0.107	2.82909035121919e-15	9	AB124611
1.34111671508732e-19	0.551794410122757	0.538	0.099	4.3297953146594e-15	9	Ccdc86
1.41653192807248e-19	0.380556995879606	0.333	0.041	4.57327332978202e-15	9	Apobr
1.57005019899728e-19	1.25649485456681	0.769	0.213	5.06890706746272e-15	9	Ptpn12
1.96249625128368e-19	0.731217694172788	0.513	0.09	6.33591914726935e-15	9	Cpq
2.06319437309621e-19	0.418329248911169	0.564	0.103	6.66102303354112e-15	9	Scpep1
3.0684754002611e-19	0.298752328251296	0.436	0.064	9.90657282974297e-15	9	Hdac9
3.3736232136678e-19	1.17945597147221	0.872	0.318	1.08917425453265e-14	9	Skap2
3.91530426541352e-19	0.340932581732638	0.436	0.068	1.26405598208875e-14	9	Tubb6
4.85979121775958e-19	0.287913184140439	0.154	0.01	1.56898359465368e-14	9	Olfml3
5.04542191253349e-19	0.423597152637278	0.744	0.165	1.62891446446144e-14	9	Myo1c
5.28053821100734e-19	0.261868305266808	0.154	0.01	1.70482176142372e-14	9	B430306N03Rik
8.32606541550975e-19	0.622613281790603	0.564	0.114	2.68807021939732e-14	9	Marcksl1
9.7551383865445e-19	0.713024600380268	0.564	0.115	3.14944642809589e-14	9	Luzp1
1.63864905127266e-18	0.25080300818125	0.128	0.007	5.29037846203379e-14	9	Prkn
2.4465240793082e-18	0.835448948485509	0.744	0.192	7.89860299004651e-14	9	Plekhm3
2.6862591031065e-18	0.498982275008417	0.41	0.063	8.67258751437933e-14	9	Blvrb
2.92955724779544e-18	0.732830056657376	0.641	0.154	9.45807557450757e-14	9	Colgalt1
3.36567915092647e-18	0.255405685188709	0.103	0.005	1.08660951387661e-13	9	Cercam
3.52329910631782e-18	1.2289144870587	0.872	0.305	1.13749711647471e-13	9	Zfp36
4.08070475969261e-18	0.300993389329808	0.308	0.038	1.31745553166676e-13	9	Man1c1
5.13961157476475e-18	0.331032430121903	0.154	0.011	1.6593235969128e-13	9	Rgl1
6.00902789297197e-18	0.384133458524284	0.462	0.077	1.940014655246e-13	9	Pik3cb
8.33235984423723e-18	0.289373876371188	0.282	0.033	2.69010237571199e-13	9	Cacna1d
9.73345503446057e-18	0.658222230921718	0.385	0.059	3.1424459578756e-13	9	Osm
9.87611797411066e-18	0.594647526767586	0.641	0.146	3.18850468794163e-13	9	Mgat4a
1.24536465768541e-17	0.350465276564578	0.513	0.093	4.02065979733735e-13	9	Spsb1
2.00112305094533e-17	0.464652906678229	0.59	0.119	6.460625769977e-13	9	Map4k3
2.53405966037302e-17	0.419949097459099	0.462	0.082	8.18121161351429e-13	9	Alas1
4.75192263708825e-17	0.399372184395657	0.179	0.015	1.53415822338394e-12	9	Hmox1
5.3729127689932e-17	0.795483657101742	0.718	0.192	1.73464488746945e-12	9	Rap2a
6.96836660544442e-17	0.425140934479536	0.615	0.136	2.24973715856773e-12	9	Klhl5
8.55840109846436e-17	0.832280909498355	0.769	0.223	2.76307979463922e-12	9	Myo5a
1.12536206770546e-16	0.633680574839799	0.795	0.211	3.63323143558708e-12	9	P2rx4
1.36030160730898e-16	0.758208737990727	0.744	0.207	4.39173373919703e-12	9	Snap23
1.44369586760844e-16	0.965043990917107	0.692	0.186	4.66097210857386e-12	9	Irf8
1.51988691023386e-16	1.13437692913809	0.897	0.416	4.90695488969002e-12	9	Efhd2
1.61378792572155e-16	1.02083866191499	0.692	0.188	5.21011431819202e-12	9	Gpd2
1.95764850536896e-16	1.84575349408001	0.41	0.072	6.32026819958369e-12	9	Ccl4
2.72371053196873e-16	0.614416375426626	0.538	0.118	8.79349945246104e-12	9	Sestd1
4.05122118199357e-16	0.471948612927108	0.513	0.102	1.30793675860662e-11	9	Gla
4.477974743944e-16	0.304904007292463	0.103	0.005	1.44571414608232e-11	9	Cadm1
7.46411919422586e-16	0.845445722030695	0.718	0.201	2.40979088185582e-11	9	Plekho1
8.40840644754173e-16	0.350882964658192	0.487	0.09	2.71465402158885e-11	9	Casp1
1.19826948836742e-15	0.515979802141848	0.615	0.145	3.8686130431942e-11	9	Tep1
1.91244118120714e-15	0.432937183636923	0.487	0.099	6.17431635352724e-11	9	Tcirg1
2.31424413013835e-15	0.434333343596472	0.59	0.134	7.47153717415165e-11	9	Dnajb14
