NAME	TITLE	SCORE	
ICOS	inducible T cell costimulator [Source:HGNC Symbol;Acc:HGNC:5351]	1.657033	
EMB	embigin [Source:HGNC Symbol;Acc:HGNC:30465]	1.6520212	
FURIN	furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]	1.6452919	
GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	1.6055847	
CAPG	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]	1.5956101	
REL	REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]	1.589227	
JAK2	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	1.5825344	
LITAF	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]	1.5315347	
CHST11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	1.5228044	
BCL2A1	BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]	1.5021138	
IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	1.493233	
ODC1	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	1.4902952	
RILPL2	Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]	1.4883897	
RGS1	regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]	1.4851313	
CTSW	cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546]	1.4699695	
MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	1.4667512	
UHRF2	ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]	1.4656681	
SLA	Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]	1.4590417	
YBX3	Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]	1.4541757	
TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	1.4524951	
PRR13	proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]	1.4220967	
FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	1.4149655	
TOX2	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	1.4101956	
GNA13	G protein subunit alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]	1.4028424	
TMEM163	transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]	1.3991091	
MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	1.3948028	
CYSLTR2	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:HGNC:18274]	1.3943275	
ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	1.3915133	
TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	1.3799943	
GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	1.3780828	
DUSP16	dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]	1.3721303	
FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	1.3685572	
MALT1	MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]	1.3629798	
NKG7	natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]	1.3599222	
UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]	1.3505747	
MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	1.342405	
CCN4	cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]	1.3298705	
ATP2B4	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]	1.3288919	
IRAK2	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]	1.3276371	
FOSB	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]	1.327461	
FAM117B	family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]	1.3169707	
LRIG1	leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]	1.2971596	
TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	1.2962041	
NEURL3	neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]	1.2919695	
PTPRJ	protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]	1.2877821	
NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	1.2821188	
MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]	1.2762975	
UCP2	uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]	1.2740835	
DUSP1	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	1.2680857	
RAB43	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]	1.2591659	
SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]	1.2573961	
LRRC8D	leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]	1.2547259	
TNFRSF9	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]	1.2516128	
GEM	GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]	1.242381	
RUNX2	RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]	1.2315773	
MED14	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]	1.230753	
NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	1.2282846	
ARF4	ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]	1.2248383	
DUSP4	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	1.2220722	
NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]	1.2219646	
DGAT1	diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]	1.2175016	
SMIM36	small integral membrane protein 36 [Source:HGNC Symbol;Acc:HGNC:53654]	1.2092485	
CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	1.2071502	
FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	1.2067162	
OSTF1	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]	1.2057457	
MAPKAPK3	MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]	1.202718	
CTSB	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	1.201749	
VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	1.1984211	
TGFB1	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	1.1906688	
NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]	1.1888447	
NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	1.1845409	
GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]	1.181632	
PDCD1	programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]	1.1658875	
TNFRSF4	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	1.1654412	
STAT4	signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]	1.1643018	
REEP5	receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]	1.1613681	
RGS10	regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	1.1611923	
IMPA2	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	1.1607635	
DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	1.1507074	
TPM4	tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]	1.1504862	
ACTG1	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]	1.1492889	
PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	1.1467059	
ITPR1	inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]	1.1309588	
CD82	CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]	1.1250029	
JAZF1	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]	1.1219982	
ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	1.1200426	
PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	1.114558	
SIK3	SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]	1.1114808	
ITGA4	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]	1.1109444	
UBL3	ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]	1.0917276	
TOX	thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]	1.0906563	
NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	1.0841072	
TFF1	trefoil factor 1 [Source:HGNC Symbol;Acc:HGNC:11755]	1.0834051	
STAT3	signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]	1.0807608	
SKIL	SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]	1.0793052	
RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]	1.0755441	
NT5DC3	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]	1.0728431	
CKB	creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]	1.0722439	
C21orf91	chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]	1.0718133	
RAMP1	receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]	1.0710253	
CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	1.0697998	
IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	1.0675055	
CRIP1	cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360]	1.0612237	
PLEK	pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]	1.050572	
H2AZ1	H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]	1.048974	
ADK	adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]	1.0481836	
MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	1.0479459	
MYB	MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]	1.0361545	
IL7R	interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]	1.0322126	
ARHGAP18	Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]	1.0184485	
PRKCA	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	1.0153656	
SMPDL3A	sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]	1.0039988	
LAMC1	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]	1.0029339	
VAMP8	vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]	1.0016813	
ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	1.0007464	
ORAI1	ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:HGNC:25896]	0.9991976	
RAB8B	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]	0.9979786	
KIAA1958	KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]	0.9972022	
S100A6	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]	0.9947767	
PLAC8	placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254]	0.994524	
MPP7	MAGUK p55 scaffold protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]	0.991656	
GLUD1	glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]	0.9914636	
HIVEP1	HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]	0.9873455	
NFATC1	nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]	0.98620933	
DIP2B	disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]	0.9851637	
TGIF1	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	0.9844546	
NMRK1	nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]	0.98227954	
IFI27L2	interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]	0.9756491	
COX17	cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]	0.9750361	
IRF2BP2	interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]	0.97457	
ENDOD1	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]	0.97282195	
GPR68	G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]	0.97222483	
RBM3	RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]	0.96537673	
COQ10B	coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]	0.9547239	
ARID5B	AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]	0.94567066	
RBBP8	RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]	0.9455935	
LSP1	lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]	0.9439419	
ADARB1	adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]	0.94123113	
ITGB1	integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]	0.9394785	
LDLRAD4	low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]	0.9337135	
HIPK2	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]	0.93196213	
TEX2	testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:30884]	0.93194765	
CCDC50	coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]	0.92678875	
ABLIM3	actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]	0.92218345	
RIC1	RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]	0.92159426	
TTC39C	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]	0.91894823	
LMNB1	lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]	0.9146749	
NUP98	nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068]	0.91371477	
REEP3	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]	0.9108789	
EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]	0.90918314	
RNF125	ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150]	0.9077748	
SPTY2D1	SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]	0.90636957	
TRERF1	transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]	0.9063126	
FNBP1	formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]	0.90046567	
HIVEP3	HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]	0.8977201	
RAB11FIP1	RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]	0.89747155	
NDRG1	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]	0.89383566	
SLC4A7	solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]	0.8913406	
OAZ1	ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]	0.89046687	
TSPAN5	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]	0.8891141	
HIP1	huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]	0.88804716	
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]	0.8864918	
CYTH4	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]	0.8859176	
SLC38A1	solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	0.88054657	
NTRK3	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]	0.8780141	
EML4	EMAP like 4 [Source:HGNC Symbol;Acc:HGNC:1316]	0.8755363	
SLC7A1	solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]	0.8746804	
BCL2L1	BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992]	0.8743733	
SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	0.8724782	
CD80	CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]	0.87116027	
COX7C	cytochrome c oxidase subunit 7C [Source:HGNC Symbol;Acc:HGNC:2292]	0.87059444	
RGS16	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	0.86899996	
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]	0.8670668	
SMAP1	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]	0.8667538	
ARPC1B	actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]	0.8665737	
IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]	0.86326236	
IRAG2	inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]	0.8620279	
FAM107B	family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]	0.8609659	
SH3RF1	SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]	0.8601774	
CCL5	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	0.85788804	
COX6C	cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]	0.8575362	
ANP32A	acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]	0.85601115	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	0.85502553	
ARPC3	actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706]	0.8546815	
CPD	carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]	0.85249954	
JUND	JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]	0.8523758	
ZEB2	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]	0.85195315	
S100A13	S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]	0.85032165	
TXN	thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]	0.8482015	
ELK3	ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325]	0.8477603	
CHKA	choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]	0.84741616	
COX8A	cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]	0.8457785	
PMEPA1	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	0.8434218	
SS18	SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]	0.8432399	
IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]	0.84245133	
CD83	CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]	0.84149426	
SIK2	salt inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]	0.83939147	
STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]	0.8369623	
ITGB8	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	0.8362145	
PDE4D	phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]	0.8358235	
TBX21	T-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11599]	0.8357578	
RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	0.8345513	
CAPNS1	calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]	0.8344035	
GALNT2	polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]	0.8305893	
TOB2	transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]	0.8291685	
PKP3	plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]	0.82697767	
PLEKHO1	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]	0.82647735	
PNRC1	proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]	0.8261963	
NSD2	nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]	0.8252816	
PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]	0.82158715	
PRDX2	peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]	0.8215395	
