NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE7852_TREG_VS_TCONV_THYMUS_DN	GSE7852_TREG_VS_TCONV_THYMUS_DN	Details ...	62	-0.60814565	-3.0935276	0.0	0.0	0.0	572	tags=68%, list=22%, signal=85%	
GSE22045_TREG_VS_TCONV_DN	GSE22045_TREG_VS_TCONV_DN	Details ...	28	-0.32383183	-1.354366	0.1163522	0.24063894	0.369	230	tags=29%, list=9%, signal=31%	
GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	Details ...	45	-0.26669055	-1.317145	0.11764706	0.19728081	0.437	541	tags=40%, list=21%, signal=50%	
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	Details ...	48	-0.23137042	-1.1300508	0.2744361	0.35791254	0.756	918	tags=58%, list=36%, signal=89%	
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP	GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP	Details ...	41	-0.22934549	-1.06454	0.3548387	0.38170636	0.855	428	tags=29%, list=17%, signal=35%	
