NAME	TITLE	SCORE	
ITGB1	integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]	0.49854398	
CCDC28B	coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]	0.4973767	
INTS7	integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]	0.49696627	
POLD4	DNA polymerase delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]	0.4966856	
DIAPH1	diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]	0.49531937	
ATP5MF	ATP synthase membrane subunit f [Source:HGNC Symbol;Acc:HGNC:848]	0.4945248	
ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	0.49447274	
SESTD1	SEC14 and spectrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18379]	0.4932443	
CD3D	CD3 delta subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1673]	0.4929676	
UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594]	0.49279067	
KPNA1	karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]	0.49273205	
EFHD2	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]	0.49216944	
GABBR1	gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]	0.49184453	
TMEM64	transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]	0.4910973	
MAP3K5	mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]	0.49109372	
BCL7C	BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]	0.48981667	
ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	0.48972484	
KDM6B	lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012]	0.4888978	
ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]	0.48882872	
NCF4	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]	0.48717862	
DOT1L	DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]	0.48612553	
PBX3	PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]	0.48458806	
EIF5A	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	0.48399305	
TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]	0.48384023	
ELMO1	engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]	0.48293108	
PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	0.48218608	
PTGER2	prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]	0.4814406	
TSC22D2	TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]	0.48107076	
SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]	0.480683	
SRGAP2	SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]	0.48062968	
SNRPG	small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]	0.48025626	
ZC3H12A	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]	0.47988674	
MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]	0.47985795	
SH2B1	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]	0.47946125	
MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	0.47938308	
RAP1A	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]	0.47884056	
DIP2B	disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]	0.47859573	
CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	0.47793648	
GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670]	0.4769998	
PRDM1	PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]	0.47604993	
TMEM176A	transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]	0.47586197	
NDUFA2	NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]	0.47539285	
ARHGDIB	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	0.47506902	
TMA7	translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]	0.4746932	
CIAPIN1	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	0.4746922	
NDUFB8	NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]	0.47466466	
KRAS	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]	0.47431806	
TNFAIP8	TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]	0.47404566	
DYNLT5	dynein light chain Tctex-type family member 5 [Source:HGNC Symbol;Acc:HGNC:26882]	0.4731138	
EML4	EMAP like 4 [Source:HGNC Symbol;Acc:HGNC:1316]	0.47161263	
BTBD9	BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228]	0.47091413	
APAF1	apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]	0.47087023	
PSMD8	proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]	0.47020334	
ACTB	actin beta [Source:HGNC Symbol;Acc:HGNC:132]	0.46992502	
NMB	neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]	0.46820295	
HSPA5	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]	0.46809173	
SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]	0.46772835	
TMEM59	transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]	0.46754023	
NDUFA1	NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]	0.46420172	
GCLC	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]	0.4635389	
SRP14	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]	0.46224034	
PSMB1	proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	0.4621069	
TMEM176B	transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]	0.46127185	
OPTN	optineurin [Source:HGNC Symbol;Acc:HGNC:17142]	0.461164	
RTF2	replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]	0.46047637	
RNF19B	ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]	0.46000534	
PABPN1	poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]	0.45982593	
EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	0.4595425	
RPL37	ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]	0.4594624	
CDK17	cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]	0.45886302	
PIK3R1	phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]	0.45755512	
SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	0.45734352	
SLBP	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]	0.45731735	
CRMP1	collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]	0.45688292	
TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]	0.4568568	
TLE5	TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]	0.456249	
GPRIN3	GPRIN family member 3 [Source:HGNC Symbol;Acc:HGNC:27733]	0.45621216	
IL23R	interleukin 23 receptor [Source:HGNC Symbol;Acc:HGNC:19100]	0.455969	
RBL2	RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]	0.45457846	
PPP3CC	protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316]	0.45428818	
CSNK1A1	casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]	0.4542318	
CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]	0.45374262	
AKAP13	A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	0.45305988	
MEX3C	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]	0.4530208	
MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	0.45242438	
GABARAPL1	GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]	0.45237216	
NSMAF	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]	0.45165548	
TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	0.4508631	
CKS2	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]	0.45057917	
UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [Source:HGNC Symbol;Acc:HGNC:12638]	0.45050904	
CSNK1G3	casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]	0.44920224	
PPFIBP1	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	0.44847265	
TOMM7	translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]	0.44845244	
GABARAPL2	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	0.4477712	
RTRAF	RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]	0.44724905	
MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	0.44716197	
CASP3	caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]	0.44647142	
EIF3F	eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]	0.44601837	
AP3S1	adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013]	0.44579157	
TIMM23	translocase of inner mitochondrial membrane 23 [Source:HGNC Symbol;Acc:HGNC:17312]	0.4453311	
LST1	leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]	0.4451835	
DCTN2	dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712]	0.44507372	
KRTCAP2	keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]	0.44495213	
NOL10	nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]	0.44429067	
TPM3	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]	0.4435791	
CD80	CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]	0.44225737	
EVA1B	eva-1 homolog B [Source:HGNC Symbol;Acc:HGNC:25558]	0.44214147	
UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]	0.44196394	
WNK1	WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]	0.44120935	
ENO1	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	0.44079593	
NEDD8	NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]	0.4403445	
PBXIP1	PBX homeobox interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21199]	0.44001037	
LRP10	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]	0.4397672	
STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]	0.4395682	
DDX3X	DEAD-box helicase 3 X-linked [Source:HGNC Symbol;Acc:HGNC:2745]	0.43925148	
GNB1	G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]	0.43870413	
COPS9	COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]	0.43845686	
CD5	CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]	0.4367689	
MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]	0.43647453	
FAM107B	family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]	0.4358157	
CENPB	centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852]	0.43525827	
NEK7	NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]	0.43421733	
ETFB	electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]	0.43383428	
CLTA	clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]	0.43339366	
MSI2	musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]	0.43322146	
CCR2	C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]	0.43302366	
TMEM50A	transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]	0.43285748	
GLS	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]	0.4318464	
TMEM14C	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]	0.43145046	
PLEKHO2	pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]	0.43046114	
SSBP4	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	0.43032545	
KIAA1671	KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]	0.43031648	
INF2	inverted formin 2 [Source:HGNC Symbol;Acc:HGNC:23791]	0.42996246	
PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	0.4293493	
ZSWIM4	zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704]	0.42932734	
AP2M1	adaptor related protein complex 2 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:564]	0.42734736	
SLC41A2	solute carrier family 41 member 2 [Source:HGNC Symbol;Acc:HGNC:31045]	0.42715785	
CXCR3	C-X-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:4540]	0.4265281	
AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	0.42508918	
STMP1	short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]	0.42414504	
NDEL1	nudE neurodevelopment protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:17620]	0.4240311	
LGALS3BP	galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]	0.42401642	
TXNL1	thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]	0.42368287	
ACADS	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]	0.42362818	
VDAC2	voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]	0.42293718	
ITK	IL2 inducible T cell kinase [Source:HGNC Symbol;Acc:HGNC:6171]	0.42272398	
TSPAN5	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]	0.42262352	
SCAND1	SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566]	0.42238092	
AUP1	AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]	0.42157033	
SIN3B	SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]	0.42145848	
DYNLL2	dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]	0.42085734	
BSCL2	BSCL2 lipid droplet biogenesis associated, seipin [Source:HGNC Symbol;Acc:HGNC:15832]	0.42069975	
NEAT1	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]	0.42011377	
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	0.4197259	
PRKCH	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	0.4196775	
HIGD2A	HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]	0.4191503	
TPI1	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]	0.41910842	
USP9X	ubiquitin specific peptidase 9 X-linked [Source:HGNC Symbol;Acc:HGNC:12632]	0.41887665	
VPS28	VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178]	0.41797262	
ATP5MC2	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]	0.41754252	
SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	0.41745052	
CFAP20	cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]	0.4174172	
PRR5L	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	0.4173045	
CRYBG1	crystallin beta-gamma domain containing 1 [Source:HGNC Symbol;Acc:HGNC:356]	0.41710702	
CUL2	cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]	0.4165134	
TET2	tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]	0.41618976	
NFKBIE	NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]	0.41616982	
IL21	interleukin 21 [Source:HGNC Symbol;Acc:HGNC:6005]	0.4158831	
VPS29	VPS29 retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340]	0.41576308	
ATXN7L1	ataxin 7 like 1 [Source:HGNC Symbol;Acc:HGNC:22210]	0.41564596	
FAR1	fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]	0.41551828	
NFATC2	nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]	0.4154572	
RELL1	RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]	0.41538024	
CD160	CD160 molecule [Source:HGNC Symbol;Acc:HGNC:17013]	0.41515106	
ATL3	atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]	0.41504386	
NINJ1	ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]	0.41501915	
CELF2	CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]	0.41469806	
EMD	emerin [Source:HGNC Symbol;Acc:HGNC:3331]	0.41453475	
HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]	0.41416413	
MIDN	midnolin [Source:HGNC Symbol;Acc:HGNC:16298]	0.4140984	
GSAP	gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042]	0.41360524	
PLEKHM3	pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]	0.41329446	
TMEM126A	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]	0.41315052	
CHMP2A	charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]	0.4128205	
SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	0.41201678	
FGL2	fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]	0.4116975	
CEMIP2	cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]	0.4106766	
ARHGDIA	Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]	0.41060016	
ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]	0.40893215	
GLIPR2	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]	0.40883243	
MTHFR	methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]	0.40835717	
ITGAE	integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]	0.40791127	
GPI	glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]	0.40726224	
ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]	0.4070645	
DNAJC1	DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]	0.40680516	
RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	0.40673432	
ORMDL3	ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]	0.40596867	
BTG3	BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]	0.40591362	
CX3CR1	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	0.4057372	
WDR1	WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]	0.405314	
TMED9	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	0.40482938	
MRPS6	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]	0.4047342	
RNASEK	ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]	0.4046004	
MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]	0.403952	
LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]	0.40393972	
ALDOA	aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]	0.4039219	
DOK2	docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]	0.4038327	
ARF1	ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]	0.40375862	
SENP6	SUMO specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]	0.40314785	
SYTL1	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	0.40261275	
ATP6V0E1	ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]	0.40223035	
SIGIRR	single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]	0.40174332	
MRPS21	mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]	0.4016709	
ITGAL	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	0.40138924	
RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]	0.40121502	
MAN1B1	mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823]	0.4008962	
ABHD2	abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]	0.40063986	
ANXA11	annexin A11 [Source:HGNC Symbol;Acc:HGNC:535]	0.4002608	
NF1	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]	0.40009698	
HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	0.4000358	
MTCH1	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]	0.39879644	
PFDN1	prefoldin subunit 1 [Source:HGNC Symbol;Acc:HGNC:8866]	0.39862832	
SHLD1	shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318]	0.3985709	
ZSWIM6	zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]	0.39846203	
PSMB3	proteasome 20S subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]	0.39773497	
PLP2	proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]	0.39746854	
CAPZA2	capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]	0.39692807	
CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]	0.3966842	
F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	0.3961286	
SERPINB6	serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]	0.39578062	
TMEM234	transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]	0.39576492	
MYO16	myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]	0.39569914	
RNF149	ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]	0.39566413	
LPGAT1	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985]	0.39497817	
GNG5	G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]	0.39497218	
ATP6V0C	ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]	0.39493546	
COMMD4	COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]	0.3945187	
PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]	0.39407274	
SNX25	sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883]	0.39380154	
ZC3H7A	zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]	0.39341754	
RPS15A	ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]	0.39321926	
DAZAP2	DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]	0.39272532	
MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]	0.39241385	
CEP250	centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]	0.39221588	
DENR	density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]	0.3915705	
TSPAN2	tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]	0.39148605	
GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]	0.39080867	
ZFP36L1	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]	0.3905134	
IFT20	intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989]	0.38949218	
SRI	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	0.38930118	
JMY	junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]	0.3877094	
SLC38A2	solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]	0.387554	
ATP5PF	ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]	0.38724482	
UBE2V1	ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]	0.3863612	
RNFT1	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]	0.3857839	
ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]	0.38549745	
MTHFS	methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]	0.38521275	
UNC45A	unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]	0.38506153	
RCOR1	REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]	0.38380298	
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	0.38345984	
THAP12	THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]	0.38269156	
XKR6	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]	0.38226542	
GALM	galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]	0.3819214	
PTPN6	protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]	0.38170287	
